map type;agents;timesteps;id;algorithm;SoC LB;SoC;rerouted;ok;TO;total time;max. time;gain over RS
../instances/IntersectionType10;25;30;0.in;RSG;134;443;0;success;0;70197;12093;1.031602709
../instances/IntersectionType10;25;30;1.in;RSG;132;641;0;success;4;213243;30021;0.91575663
../instances/IntersectionType10;25;30;2.in;RSG;133;554;0;success;2;117217;30019;1.099277978
../instances/IntersectionType10;25;30;3.in;RSG;138;563;0;success;3;211952;30018;0.968028419
../instances/IntersectionType10;25;30;4.in;RSG;137;488;0;success;1;97235;30015;1.034836066
../instances/IntersectionType11;10;30;0.in;RSG;54;90;0;success;0;2319;826;1
../instances/IntersectionType11;10;30;1.in;RSG;54;118;0;success;0;3217;927;0.991525424
../instances/IntersectionType11;10;30;2.in;RSG;51;100;0;success;0;3608;881;1
../instances/IntersectionType11;10;30;3.in;RSG;53;98;0;success;0;5402;3022;1
../instances/IntersectionType11;10;30;4.in;RSG;55;112;0;success;0;3921;884;1
../instances/IntersectionType11;12;30;0.in;RSG;65;148;0;success;0;5574;811;0.97972973
../instances/IntersectionType11;12;30;1.in;RSG;65;112;0;success;0;5362;1504;0.973214286
../instances/IntersectionType11;12;30;2.in;RSG;63;140;0;success;0;7683;2170;0.978571429
../instances/IntersectionType11;12;30;3.in;RSG;64;142;0;success;0;6680;1441;1.154929577
../instances/IntersectionType11;12;30;4.in;RSG;62;93;0;success;0;2896;704;1
../instances/IntersectionType11;15;30;0.in;RSG;82;196;0;success;0;11904;3198;1
../instances/IntersectionType11;15;30;1.in;RSG;77;152;0;success;0;8021;2205;1
../instances/IntersectionType11;15;30;2.in;RSG;81;146;0;success;0;5899;1418;1.226027397
../instances/IntersectionType11;15;30;3.in;RSG;78;171;0;success;0;7991;1251;1
../instances/IntersectionType11;15;30;4.in;RSG;82;210;0;success;0;12333;2045;1.104761905
../instances/IntersectionType11;17;30;0.in;RSG;94;222;0;success;0;13702;4809;1.018018018
../instances/IntersectionType11;17;30;1.in;RSG;88;266;0;success;0;18785;2994;1
../instances/IntersectionType11;17;30;2.in;RSG;91;230;0;success;0;14270;3559;1.182608696
../instances/IntersectionType11;17;30;3.in;RSG;91;243;0;success;1;42652;30032;1.156378601
../instances/IntersectionType11;17;30;4.in;RSG;91;255;0;success;0;19963;3166;1.043137255
../instances/IntersectionType11;20;30;0.in;RSG;108;258;0;success;0;17657;5533;1.058139535
../instances/IntersectionType11;20;30;1.in;RSG;105;262;0;success;0;33396;9108;1.198473282
../instances/IntersectionType11;20;30;2.in;RSG;107;331;0;success;0;36675;5533;1
../instances/IntersectionType11;20;30;3.in;RSG;108;362;0;success;0;46284;11294;1.102209945
../instances/IntersectionType11;20;30;4.in;RSG;111;359;0;success;0;32701;8717;0.924791086
../instances/IntersectionType11;22;30;0.in;RSG;119;383;0;success;0;58736;13221;1.057441253
../instances/IntersectionType11;22;30;1.in;RSG;114;376;0;success;0;44947;7274;0.994680851
../instances/IntersectionType11;22;30;2.in;RSG;116;332;0;success;0;48009;16759;1.06626506
../instances/IntersectionType11;22;30;3.in;RSG;118;374;0;success;0;56366;11134;1.021390374
../instances/IntersectionType11;22;30;4.in;RSG;127;469;0;success;0;92390;14085;1.089552239
../instances/IntersectionType11;25;30;0.in;RSG;134;427;0;success;0;73436;10465;1.070257611
../instances/IntersectionType11;25;30;1.in;RSG;132;635;0;success;4;218984;30018;0.930708661
../instances/IntersectionType11;25;30;2.in;RSG;133;527;0;success;1;109077;30016;1.132827324
../instances/IntersectionType11;25;30;3.in;RSG;138;563;0;success;5;223295;30030;0.888099467
../instances/IntersectionType11;25;30;4.in;RSG;137;464;0;success;1;90402;30015;1.036637931
../instances/IntersectionType12;10;30;0.in;RSG;104;178;0;success;0;17921;9425;1
../instances/IntersectionType12;10;30;1.in;RSG;104;224;0;success;0;16918;7613;1
../instances/IntersectionType12;10;30;2.in;RSG;101;187;0;success;0;11445;3004;1
../instances/IntersectionType12;10;30;3.in;RSG;103;187;0;success;0;35975;25775;1
../instances/IntersectionType12;10;30;4.in;RSG;105;223;0;success;0;17528;6127;1.01793722
../instances/IntersectionType12;12;30;0.in;RSG;125;271;0;success;0;28430;9620;1
../instances/IntersectionType12;12;30;1.in;RSG;125;231;0;success;0;22771;6400;0.974025974
../instances/IntersectionType12;12;30;2.in;RSG;123;240;0;success;0;33131;10059;0.983333333
../instances/IntersectionType12;12;30;3.in;RSG;124;278;0;success;0;37363;7566;1.04676259
../instances/IntersectionType12;12;30;4.in;RSG;122;182;0;success;0;10277;2887;1
../instances/IntersectionType12;15;30;0.in;RSG;157;362;0;success;0;63258;18881;0.834254144
../instances/IntersectionType12;15;30;1.in;RSG;152;270;0;success;0;35244;11069;1
../instances/IntersectionType12;15;30;2.in;RSG;156;295;0;success;0;39193;9156;1.105084746
../instances/IntersectionType12;15;30;3.in;RSG;153;314;0;success;0;48184;10388;1.063694268
../instances/IntersectionType12;15;30;4.in;RSG;157;390;0;success;0;100040;23154;1.012820513
../instances/IntersectionType12;17;30;0.in;RSG;179;450;0;success;1;91343;30017;1.126666667
../instances/IntersectionType12;17;30;1.in;RSG;173;408;0;success;0;85361;15707;1.208333333
../instances/IntersectionType12;17;30;2.in;RSG;176;456;0;success;0;126061;27958;1.030701754
../instances/IntersectionType12;17;30;3.in;RSG;176;472;0;success;2;84832;30030;1.004237288
../instances/IntersectionType12;17;30;4.in;RSG;176;446;0;success;2;138612;30022;0.97309417
../instances/IntersectionType12;20;30;0.in;RSG;208;517;0;success;2;120038;30021;1.034816248
../instances/IntersectionType12;20;30;1.in;RSG;205;555;0;success;4;161791;30037;1.088288288
../instances/IntersectionType12;20;30;2.in;RSG;207;640;0;success;7;251435;30021;1
../instances/IntersectionType12;20;30;3.in;RSG;208;694;0;success;6;262792;30022;0.992795389
../instances/IntersectionType12;20;30;4.in;RSG;211;689;0;success;5;242259;30023;0.953555878
../instances/IntersectionType12;22;30;0.in;RSG;229;789;0;success;8;289733;30019;1.032953105
../instances/IntersectionType12;22;30;1.in;RSG;224;647;0;success;7;252500;30020;0.976816074
../instances/IntersectionType12;22;30;2.in;RSG;226;563;0;success;3;138628;30020;1
../instances/IntersectionType12;22;30;3.in;RSG;228;713;0;success;6;230460;30020;1
../instances/IntersectionType12;22;30;4.in;RSG;237;841;0;success;10;340445;30020;1.068965517
../instances/IntersectionType12;25;30;0.in;RSG;259;923;0;success;9;340072;30018;1.030335861
../instances/IntersectionType12;25;30;1.in;RSG;257;1033;0;success;11;354069;30020;1.020329138
../instances/IntersectionType12;25;30;2.in;RSG;258;1098;0;success;8;245270;30026;1.013661202
../instances/IntersectionType12;25;30;3.in;RSG;263;873;0;success;9;337235;30018;1.080183276
../instances/IntersectionType12;25;30;4.in;RSG;262;789;0;success;7;280672;30018;1.044359949
../instances/IntersectionType13;10;30;0.in;RSG;100;147;0;success;0;19945;7996;0.891156463
../instances/IntersectionType13;10;30;1.in;RSG;102;144;0;success;0;16562;9736;1
../instances/IntersectionType13;10;30;2.in;RSG;101;137;0;success;0;9967;2683;0.97080292
../instances/IntersectionType13;10;30;3.in;RSG;103;133;0;success;0;32267;24316;1.22556391
../instances/IntersectionType13;10;30;4.in;RSG;99;139;0;success;0;10704;2690;1.028776978
../instances/IntersectionType13;12;30;0.in;RSG;119;160;0;success;0;10693;2838;1
../instances/IntersectionType13;12;30;1.in;RSG;121;165;0;success;0;19126;5342;1
../instances/IntersectionType13;12;30;2.in;RSG;119;159;0;success;0;26818;8169;1
../instances/IntersectionType13;12;30;3.in;RSG;122;160;0;success;0;16796;5355;1.15
../instances/IntersectionType13;12;30;4.in;RSG;122;155;0;success;0;11636;3490;0.974193548
../instances/IntersectionType13;15;30;0.in;RSG;149;216;0;success;1;69941;30031;0.990740741
../instances/IntersectionType13;15;30;1.in;RSG;150;217;0;success;0;34338;8797;1
../instances/IntersectionType13;15;30;2.in;RSG;152;205;0;success;0;24551;7100;1.029268293
../instances/IntersectionType13;15;30;3.in;RSG;149;254;0;success;0;54349;10096;0.952755906
../instances/IntersectionType13;15;30;4.in;RSG;151;222;0;success;0;44326;9104;1
../instances/IntersectionType13;17;30;0.in;RSG;173;271;0;success;0;73196;19717;0.970479705
../instances/IntersectionType13;17;30;1.in;RSG;173;243;0;success;0;50347;23281;1.057613169
../instances/IntersectionType13;17;30;2.in;RSG;172;242;0;success;0;35081;9206;1
../instances/IntersectionType13;17;30;3.in;RSG;173;258;0;success;0;41337;10795;1.081395349
../instances/IntersectionType13;17;30;4.in;RSG;172;246;0;success;0;50294;12771;1.004065041
../instances/IntersectionType13;20;30;0.in;RSG;204;272;0;success;0;63718;10180;1.099264706
../instances/IntersectionType13;20;30;1.in;RSG;206;277;0;success;0;63704;18593;1.007220217
../instances/IntersectionType13;20;30;2.in;RSG;202;271;0;success;0;81251;16766;1.239852399
../instances/IntersectionType13;20;30;3.in;RSG;200;299;0;success;0;70471;10278;1.010033445
../instances/IntersectionType13;20;30;4.in;RSG;207;360;0;success;0;126888;17612;0.919444444
../instances/IntersectionType13;22;30;0.in;RSG;224;313;0;success;0;68849;15829;1.137380192
../instances/IntersectionType13;22;30;1.in;RSG;228;333;0;success;0;79056;12625;1.039039039
../instances/IntersectionType13;22;30;2.in;RSG;222;307;0;success;0;53135;15913;1.283387622
../instances/IntersectionType13;22;30;3.in;RSG;220;342;0;success;0;71419;11504;0.98245614
../instances/IntersectionType13;22;30;4.in;RSG;223;351;0;success;0;100524;19241;1.056980057
../instances/IntersectionType13;25;30;0.in;RSG;255;476;0;success;4;228446;30019;1.081932773
../instances/IntersectionType13;25;30;1.in;RSG;251;338;0;success;0;104362;17562;1.26035503
../instances/IntersectionType13;25;30;2.in;RSG;253;347;0;success;0;85617;12871;1.011527378
../instances/IntersectionType13;25;30;3.in;RSG;260;370;0;success;1;90438;30018;1.235135135
../instances/IntersectionType13;25;30;4.in;RSG;243;362;0;success;0;108675;29119;1.033149171
../instances/IntersectionType10;10;30;0.in;RS;54;90;0;success;7;0;0;1
../instances/IntersectionType10;10;30;1.in;RS;54;117;0;success;8;0;0;1
../instances/IntersectionType10;10;30;2.in;RS;51;100;0;success;10;0;0;1
../instances/IntersectionType10;10;30;3.in;RS;53;98;0;success;7;0;0;1
../instances/IntersectionType10;10;30;4.in;RS;55;112;0;success;9;0;0;1
../instances/IntersectionType10;12;30;0.in;RS;65;145;0;success;10;0;0;1
../instances/IntersectionType10;12;30;1.in;RS;65;109;0;success;9;0;0;1
../instances/IntersectionType10;12;30;2.in;RS;63;147;0;success;9;0;0;1
../instances/IntersectionType10;12;30;3.in;RS;64;170;0;success;8;0;0;1
../instances/IntersectionType10;12;30;4.in;RS;62;93;0;success;10;0;0;1
../instances/IntersectionType10;15;30;0.in;RS;82;196;0;success;12;0;0;1
../instances/IntersectionType10;15;30;1.in;RS;77;152;0;success;12;0;0;1
../instances/IntersectionType10;15;30;2.in;RS;81;197;0;success;11;0;0;1
../instances/IntersectionType10;15;30;3.in;RS;78;171;0;success;13;0;0;1
../instances/IntersectionType10;15;30;4.in;RS;82;244;0;success;12;0;0;1
../instances/IntersectionType10;17;30;0.in;RS;94;247;0;success;13;0;0;1
../instances/IntersectionType10;17;30;1.in;RS;88;266;0;success;14;0;0;1
../instances/IntersectionType10;17;30;2.in;RS;91;284;0;success;14;0;0;1
../instances/IntersectionType10;17;30;3.in;RS;91;281;0;success;10;0;0;1
../instances/IntersectionType10;17;30;4.in;RS;91;283;0;success;13;0;0;1
../instances/IntersectionType10;20;30;0.in;RS;108;273;0;success;15;0;0;1
../instances/IntersectionType10;20;30;1.in;RS;105;314;0;success;11;0;0;1
../instances/IntersectionType10;20;30;2.in;RS;107;331;0;success;15;0;0;1
../instances/IntersectionType10;20;30;3.in;RS;108;429;0;success;15;0;0;1
../instances/IntersectionType10;20;30;4.in;RS;111;332;0;success;15;0;0;1
../instances/IntersectionType10;22;30;0.in;RS;119;405;0;success;17;0;0;1
../instances/IntersectionType10;22;30;1.in;RS;114;396;0;success;17;0;0;1
../instances/IntersectionType10;22;30;2.in;RS;116;357;0;success;17;0;0;1
../instances/IntersectionType10;22;30;3.in;RS;118;414;0;success;14;0;0;1
../instances/IntersectionType10;22;30;4.in;RS;127;511;0;success;19;0;0;1
../instances/IntersectionType10;25;30;0.in;RS;134;457;0;success;19;0;0;1
../instances/IntersectionType10;25;30;1.in;RS;132;587;0;success;16;0;0;1
../instances/IntersectionType10;25;30;2.in;RS;133;609;0;success;14;0;0;1
../instances/IntersectionType10;25;30;3.in;RS;138;545;0;success;17;0;0;1
../instances/IntersectionType10;25;30;4.in;RS;137;505;0;success;17;0;0;1
../instances/IntersectionType11;10;30;0.in;RS;54;90;0;success;7;0;0;1
../instances/IntersectionType11;10;30;1.in;RS;54;117;0;success;8;0;0;1
../instances/IntersectionType11;10;30;2.in;RS;51;100;0;success;10;0;0;1
../instances/IntersectionType11;10;30;3.in;RS;53;98;0;success;7;0;0;1
../instances/IntersectionType11;10;30;4.in;RS;55;112;0;success;9;0;0;1
../instances/IntersectionType11;12;30;0.in;RS;65;145;0;success;10;0;0;1
../instances/IntersectionType11;12;30;1.in;RS;65;109;0;success;9;0;0;1
../instances/IntersectionType11;12;30;2.in;RS;63;137;0;success;9;0;0;1
../instances/IntersectionType11;12;30;3.in;RS;64;164;0;success;8;0;0;1
../instances/IntersectionType11;12;30;4.in;RS;62;93;0;success;10;0;0;1
../instances/IntersectionType11;15;30;0.in;RS;82;196;0;success;12;0;0;1
../instances/IntersectionType11;15;30;1.in;RS;77;152;0;success;12;0;0;1
../instances/IntersectionType11;15;30;2.in;RS;81;179;0;success;11;0;0;1
../instances/IntersectionType11;15;30;3.in;RS;78;171;0;success;13;0;0;1
../instances/IntersectionType11;15;30;4.in;RS;82;232;0;success;12;0;0;1
../instances/IntersectionType11;17;30;0.in;RS;94;226;0;success;13;0;0;1
../instances/IntersectionType11;17;30;1.in;RS;88;266;0;success;14;0;0;1
../instances/IntersectionType11;17;30;2.in;RS;91;272;0;success;14;0;0;1
../instances/IntersectionType11;17;30;3.in;RS;91;281;0;success;10;0;0;1
../instances/IntersectionType11;17;30;4.in;RS;91;266;0;success;13;0;0;1
../instances/IntersectionType11;20;30;0.in;RS;108;273;0;success;15;0;0;1
../instances/IntersectionType11;20;30;1.in;RS;105;314;0;success;11;0;0;1
../instances/IntersectionType11;20;30;2.in;RS;107;331;0;success;15;0;0;1
../instances/IntersectionType11;20;30;3.in;RS;108;399;0;success;15;0;0;1
../instances/IntersectionType11;20;30;4.in;RS;111;332;0;success;15;0;0;1
../instances/IntersectionType11;22;30;0.in;RS;119;405;0;success;17;0;0;1
../instances/IntersectionType11;22;30;1.in;RS;114;374;0;success;17;0;0;1
../instances/IntersectionType11;22;30;2.in;RS;116;354;0;success;17;0;0;1
../instances/IntersectionType11;22;30;3.in;RS;118;382;0;success;14;0;0;1
../instances/IntersectionType11;22;30;4.in;RS;127;511;0;success;19;0;0;1
../instances/IntersectionType11;25;30;0.in;RS;134;457;0;success;19;0;0;1
../instances/IntersectionType11;25;30;1.in;RS;132;591;0;success;16;0;0;1
../instances/IntersectionType11;25;30;2.in;RS;133;597;0;success;14;0;0;1
../instances/IntersectionType11;25;30;3.in;RS;138;500;0;success;17;0;0;1
../instances/IntersectionType11;25;30;4.in;RS;137;481;0;success;17;0;0;1
../instances/IntersectionType12;10;30;0.in;RS;104;178;0;success;7;0;0;1
../instances/IntersectionType12;10;30;1.in;RS;104;224;0;success;8;0;0;1
../instances/IntersectionType12;10;30;2.in;RS;101;187;0;success;10;0;0;1
../instances/IntersectionType12;10;30;3.in;RS;103;187;0;success;7;0;0;1
../instances/IntersectionType12;10;30;4.in;RS;105;227;0;success;9;0;0;1
../instances/IntersectionType12;12;30;0.in;RS;125;271;0;success;10;0;0;1
../instances/IntersectionType12;12;30;1.in;RS;125;225;0;success;9;0;0;1
../instances/IntersectionType12;12;30;2.in;RS;123;236;0;success;9;0;0;1
../instances/IntersectionType12;12;30;3.in;RS;124;291;0;success;8;0;0;1
../instances/IntersectionType12;12;30;4.in;RS;122;182;0;success;10;0;0;1
../instances/IntersectionType12;15;30;0.in;RS;157;302;0;success;12;0;0;1
../instances/IntersectionType12;15;30;1.in;RS;152;270;0;success;12;0;0;1
../instances/IntersectionType12;15;30;2.in;RS;156;326;0;success;11;0;0;1
../instances/IntersectionType12;15;30;3.in;RS;153;334;0;success;13;0;0;1
../instances/IntersectionType12;15;30;4.in;RS;157;395;0;success;12;0;0;1
../instances/IntersectionType12;17;30;0.in;RS;179;507;0;success;13;0;0;1
../instances/IntersectionType12;17;30;1.in;RS;173;493;0;success;14;0;0;1
../instances/IntersectionType12;17;30;2.in;RS;176;470;0;success;14;0;0;1
../instances/IntersectionType12;17;30;3.in;RS;176;474;0;success;10;0;0;1
../instances/IntersectionType12;17;30;4.in;RS;176;434;0;success;13;0;0;1
../instances/IntersectionType12;20;30;0.in;RS;208;535;0;success;15;0;0;1
../instances/IntersectionType12;20;30;1.in;RS;205;604;0;success;11;0;0;1
../instances/IntersectionType12;20;30;2.in;RS;207;640;0;success;15;0;0;1
../instances/IntersectionType12;20;30;3.in;RS;208;689;0;success;15;0;0;1
../instances/IntersectionType12;20;30;4.in;RS;211;657;0;success;15;0;0;1
../instances/IntersectionType12;22;30;0.in;RS;229;815;0;success;17;0;0;1
../instances/IntersectionType12;22;30;1.in;RS;224;632;0;success;17;0;0;1
../instances/IntersectionType12;22;30;2.in;RS;226;563;0;success;17;0;0;1
../instances/IntersectionType12;22;30;3.in;RS;228;713;0;success;14;0;0;1
../instances/IntersectionType12;22;30;4.in;RS;237;899;0;success;19;0;0;1
../instances/IntersectionType12;25;30;0.in;RS;259;951;0;success;19;0;0;1
../instances/IntersectionType12;25;30;1.in;RS;257;1054;0;success;16;0;0;1
../instances/IntersectionType12;25;30;2.in;RS;258;1113;0;success;14;0;0;1
../instances/IntersectionType12;25;30;3.in;RS;263;943;0;success;17;0;0;1
../instances/IntersectionType12;25;30;4.in;RS;262;824;0;success;17;0;0;1
../instances/IntersectionType13;10;30;0.in;RS;100;131;0;success;7;0;0;1
../instances/IntersectionType13;10;30;1.in;RS;102;144;0;success;8;0;0;1
../instances/IntersectionType13;10;30;2.in;RS;101;133;0;success;10;0;0;1
../instances/IntersectionType13;10;30;3.in;RS;103;163;0;success;7;0;0;1
../instances/IntersectionType13;10;30;4.in;RS;99;143;0;success;9;0;0;1
../instances/IntersectionType13;12;30;0.in;RS;119;160;0;success;10;0;0;1
../instances/IntersectionType13;12;30;1.in;RS;121;165;0;success;9;0;0;1
../instances/IntersectionType13;12;30;2.in;RS;119;159;0;success;9;0;0;1
../instances/IntersectionType13;12;30;3.in;RS;122;184;0;success;8;0;0;1
../instances/IntersectionType13;12;30;4.in;RS;122;151;0;success;10;0;0;1
../instances/IntersectionType13;15;30;0.in;RS;149;214;0;success;12;0;0;1
../instances/IntersectionType13;15;30;1.in;RS;150;217;0;success;12;0;0;1
../instances/IntersectionType13;15;30;2.in;RS;152;211;0;success;11;0;0;1
../instances/IntersectionType13;15;30;3.in;RS;149;242;0;success;13;0;0;1
../instances/IntersectionType13;15;30;4.in;RS;151;222;0;success;12;0;0;1
../instances/IntersectionType13;17;30;0.in;RS;173;263;0;success;13;0;0;1
../instances/IntersectionType13;17;30;1.in;RS;173;257;0;success;13;0;0;1
../instances/IntersectionType13;17;30;2.in;RS;172;242;0;success;12;0;0;1
../instances/IntersectionType13;17;30;3.in;RS;173;279;0;success;12;0;0;1
../instances/IntersectionType13;17;30;4.in;RS;172;247;0;success;12;0;0;1
../instances/IntersectionType13;20;30;0.in;RS;204;299;0;success;16;0;0;1
../instances/IntersectionType13;20;30;1.in;RS;206;279;0;success;13;0;0;1
../instances/IntersectionType13;20;30;2.in;RS;202;336;0;success;15;0;0;1
../instances/IntersectionType13;20;30;3.in;RS;200;302;0;success;15;0;0;1
../instances/IntersectionType13;20;30;4.in;RS;207;331;0;success;17;0;0;1
../instances/IntersectionType13;22;30;0.in;RS;224;356;0;success;17;0;0;1
../instances/IntersectionType13;22;30;1.in;RS;228;346;0;success;16;0;0;1
../instances/IntersectionType13;22;30;2.in;RS;222;394;0;success;14;0;0;1
../instances/IntersectionType13;22;30;3.in;RS;220;336;0;success;13;0;0;1
../instances/IntersectionType13;22;30;4.in;RS;223;371;0;success;15;0;0;1
../instances/IntersectionType13;25;30;0.in;RS;255;515;0;success;15;0;0;1
../instances/IntersectionType13;25;30;1.in;RS;251;426;0;success;18;0;0;1
../instances/IntersectionType13;25;30;2.in;RS;253;351;0;success;19;0;0;1
../instances/IntersectionType13;25;30;3.in;RS;260;457;0;success;15;0;0;1
../instances/IntersectionType13;25;30;4.in;RS;243;374;0;success;19;0;0;1
../instances/IntersectionType10;10;30;0.in;subID;54;89;2;success;0;10925;3831;1.011235955
../instances/IntersectionType10;10;30;1.in;subID;54;99;6;success;1;41203;30580;1.181818182
../instances/IntersectionType10;10;30;2.in;subID;51;93;3;success;0;12198;3637;1.075268817
../instances/IntersectionType10;10;30;3.in;subID;53;100;3;success;1;35126;30050;0.98
../instances/IntersectionType10;10;30;4.in;subID;55;99;5;success;0;32493;8089;1.131313131
../instances/IntersectionType10;12;30;0.in;subID;65;112;9;success;0;29591;7552;1.294642857
../instances/IntersectionType10;12;30;1.in;subID;65;117;3;success;0;38563;23618;0.931623932
../instances/IntersectionType10;12;30;2.in;subID;63;140;2;success;4;135043;30970;1.05
../instances/IntersectionType10;12;30;3.in;subID;64;113;3;success;0;86233;29565;1.504424779
../instances/IntersectionType10;12;30;4.in;subID;62;93;0;success;0;4026;2345;1
../instances/IntersectionType10;15;30;0.in;subID;82;167;4;success;5;156668;30554;1.173652695
../instances/IntersectionType10;15;30;1.in;subID;77;134;2;success;2;80527;30846;1.134328358
../instances/IntersectionType10;15;30;2.in;subID;81;166;1;success;5;177196;30750;1.186746988
../instances/IntersectionType10;15;30;3.in;subID;78;171;0;success;7;220643;30356;1
../instances/IntersectionType10;15;30;4.in;subID;82;243;1;success;8;250360;30878;1.004115226
../instances/IntersectionType10;17;30;0.in;subID;94;244;8;success;6;195262;30791;1.012295082
../instances/IntersectionType10;17;30;1.in;subID;88;210;9;success;9;287150;30571;1.266666667
../instances/IntersectionType10;17;30;2.in;subID;91;213;3;success;9;283741;30978;1.333333333
../instances/IntersectionType10;17;30;3.in;subID;91;240;5;success;3;100224;30650;1.170833333
../instances/IntersectionType10;17;30;4.in;subID;91;212;5;success;7;248157;30904;1.33490566
../instances/IntersectionType10;20;30;0.in;subID;108;241;6;success;8;267943;30966;1.132780083
../instances/IntersectionType10;20;30;1.in;subID;105;380;2;success;7;214363;30465;0.826315789
../instances/IntersectionType10;20;30;2.in;subID;107;315;4;success;12;366427;30976;1.050793651
../instances/IntersectionType10;20;30;3.in;subID;108;376;6;success;11;353548;30976;1.140957447
../instances/IntersectionType10;20;30;4.in;subID;111;391;2;success;11;371875;30882;0.849104859
../instances/IntersectionType10;22;30;0.in;subID;119;435;6;success;11;349365;30629;0.931034483
../instances/IntersectionType10;22;30;1.in;subID;114;396;1;success;13;400298;30837;1
../instances/IntersectionType10;22;30;2.in;subID;116;296;7;success;6;218650;30931;1.206081081
../instances/IntersectionType10;22;30;3.in;subID;118;363;3;success;9;289596;30914;1.140495868
../instances/IntersectionType10;22;30;4.in;subID;127;402;9;success;13;424258;30842;1.271144279
../instances/IntersectionType10;25;30;0.in;subID;134;411;4;success;13;449284;30841;1.111922141
../instances/IntersectionType10;25;30;1.in;subID;132;585;1;success;14;427261;30914;1.003418803
../instances/IntersectionType10;25;30;2.in;subID;133;517;3;success;8;255871;30878;1.17794971
../instances/IntersectionType10;25;30;3.in;subID;138;434;1;success;14;452077;30936;1.255760369
../instances/IntersectionType10;25;30;4.in;subID;137;437;2;success;11;354802;30983;1.155606407
../instances/IntersectionType11;10;30;0.in;subID;54;89;2;success;0;36775;26627;1.011235955
../instances/IntersectionType11;10;30;1.in;subID;54;102;6;success;0;37722;16646;1.147058824
../instances/IntersectionType11;10;30;2.in;subID;51;89;4;success;0;9879;3086;1.123595506
../instances/IntersectionType11;10;30;3.in;subID;53;100;3;success;1;35952;30592;0.98
../instances/IntersectionType11;10;30;4.in;subID;55;102;6;success;0;36015;8471;1.098039216
../instances/IntersectionType11;12;30;0.in;subID;65;122;3;success;5;156599;30787;1.18852459
../instances/IntersectionType11;12;30;1.in;subID;65;117;2;success;0;41462;25928;0.931623932
../instances/IntersectionType11;12;30;2.in;subID;63;128;2;success;4;136623;30964;1.0703125
../instances/IntersectionType11;12;30;3.in;subID;64;144;2;success;4;158497;30423;1.138888889
../instances/IntersectionType11;12;30;4.in;subID;62;93;0;success;0;4563;2843;1
../instances/IntersectionType11;15;30;0.in;subID;82;167;4;success;5;157157;30211;1.173652695
../instances/IntersectionType11;15;30;1.in;subID;77;134;2;success;2;81415;30538;1.134328358
../instances/IntersectionType11;15;30;2.in;subID;81;179;0;success;6;189329;30669;1
../instances/IntersectionType11;15;30;3.in;subID;78;184;4;success;8;256482;30688;0.929347826
../instances/IntersectionType11;15;30;4.in;subID;82;209;2;success;8;252355;30919;1.110047847
../instances/IntersectionType11;17;30;0.in;subID;94;229;9;success;6;197702;30913;0.986899563
../instances/IntersectionType11;17;30;1.in;subID;88;210;9;success;9;314170;30871;1.266666667
../instances/IntersectionType11;17;30;2.in;subID;91;197;6;success;7;248369;30536;1.38071066
../instances/IntersectionType11;17;30;3.in;subID;91;252;3;success;3;111903;30249;1.115079365
../instances/IntersectionType11;17;30;4.in;subID;91;212;4;success;7;253176;30927;1.254716981
../instances/IntersectionType11;20;30;0.in;subID;108;242;5;success;8;268122;30871;1.128099174
../instances/IntersectionType11;20;30;1.in;subID;105;380;2;success;7;214734;30633;0.826315789
../instances/IntersectionType11;20;30;2.in;subID;107;301;4;success;12;367101;30885;1.099667774
../instances/IntersectionType11;20;30;3.in;subID;108;385;7;success;11;355559;30788;1.036363636
../instances/IntersectionType11;20;30;4.in;subID;111;332;0;success;12;375969;30784;1
../instances/IntersectionType11;22;30;0.in;subID;119;435;6;success;11;349593;30891;0.931034483
../instances/IntersectionType11;22;30;1.in;subID;114;374;1;success;13;399338;31020;1
../instances/IntersectionType11;22;30;2.in;subID;116;326;4;success;7;232092;31013;1.085889571
../instances/IntersectionType11;22;30;3.in;subID;118;345;3;success;9;287537;30751;1.107246377
../instances/IntersectionType11;22;30;4.in;subID;127;401;6;success;13;408029;30972;1.274314214
../instances/IntersectionType11;25;30;0.in;subID;134;411;4;success;13;439332;30811;1.111922141
../instances/IntersectionType11;25;30;1.in;subID;132;589;1;success;14;425157;30879;1.003395586
../instances/IntersectionType11;25;30;2.in;subID;133;497;5;success;8;254387;30472;1.201207243
../instances/IntersectionType11;25;30;3.in;subID;138;499;0;success;15;453032;30850;1.002004008
../instances/IntersectionType11;25;30;4.in;subID;137;413;1;success;11;357984;30991;1.16464891
../instances/IntersectionType12;10;30;0.in;subID;104;178;0;success;4;145951;30883;1
../instances/IntersectionType12;10;30;1.in;subID;104;204;2;success;4;134652;30791;1.098039216
../instances/IntersectionType12;10;30;2.in;subID;101;180;5;success;6;194538;30222;1.038888889
../instances/IntersectionType12;10;30;3.in;subID;103;187;0;success;4;139724;30985;1
../instances/IntersectionType12;10;30;4.in;subID;105;218;2;success;6;205243;30911;1.041284404
../instances/IntersectionType12;12;30;0.in;subID;125;217;3;success;6;205376;30836;1.248847926
../instances/IntersectionType12;12;30;1.in;subID;125;221;3;success;5;162372;31007;1.018099548
../instances/IntersectionType12;12;30;2.in;subID;123;229;2;success;5;173252;30936;1.030567686
../instances/IntersectionType12;12;30;3.in;subID;124;278;2;success;6;184958;30431;1.04676259
